Unnamed: 0,Question,A,B,C,D,Answer,Subject
321,"A state enacted a statute prohibiting any motor vehicle traveling within the state from having window tinting or glass coating of any kind. The bill passed the state legislature at the urging of state and local law enforcement agencies who argued that tinted windows prevented them from observing interior car activity. Most citizens also supported the bill, especially after a state trooper was killed by an occupant in a window-tinted limousine. The trooper was unable to see that his assailant was armed and dangerous when he approached the vehicle for a speeding infraction. A limousine company operates a limo service in a neighboring state and has a fleet of 68 limos, all of which have tinted windows. Each year, the company makes thousands of trips into the state to transport passengers to the international airport situated 10 miles from the border separating the two states. Since all of its limos are manufactured with tinted windows, the company will incur great expense in ordering limos without tinting. The company brings suit to challenge the constitutionality of the state statute. Assuming that the company has proper standing to assert such an action, which of the following is their strongest constitutional argument to invalidate the aforesaid statute?","Because window tinting is permitted on vehicles in neighboring states, this law denies the company the equal protection of laws.","Because this law burdens interstate commerce by prohibiting all vehicles with window tinting from entering the state, this law violates the commerce clause.","Because window tinting on vehicles is legal in their home state, this law violates the contract clause by preventing the company from fulfilling its obligation to transport passengers into a neighboring state.","Because interstate travel is a fundamental right that may not be burdened by state law, it violates the company's substantive due process rights by arbitrarily and unreasonably regulating economic activity.",B,professional_law
232,The main fate of lactate that leaves muscle and enters the circulation is:,conversion to urea in the liver.,conversion to glucose in the heart.,excretion via the kidneys.,uptake and oxidation by other tissues.,D,clinical_knowledge
335,Aristotle defines virtue as,the ability to control one's anger.,a disposition to avoid extremes in feeling and action.,intellectual knowledge.,the capacity to ascertain what God would desire.,B,moral_disputes
301,"A student has recently completed a dissertation and is submitting a draft for publication. The student’s advisor contributed by assisting with data analysis and writing a major part of the first publication draft. If the manuscript is published, the student should receive",first authorship with the advisor as second author,firs authorship with the advisor receiving no acknowledgment,first authorship with the advisor receiving acknowledgment in a footnote,second authorship with the advisor as first author,A,professional_psychology
243,"In Butler’s view, injustice is caused by:",desires for external goods.,love of injustice.,ill-will toward others.,self-hatred.,A,philosophy
21,"What is the output of the statement ""a"" + ""ab"" in Python 3?",Error,aab,ab,a ab,B,high_school_computer_science
187,"If an equilateral triangle has a side of length 8, what will be the area of a square that has the same perimeter as this triangle?",9,16,36,49,C,high_school_mathematics
774,Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,A,miscellaneous
166,The 'absolute' poverty line is drawn to show:,the most extreme level of poverty that is found in a society,the estimated minimum level of income needed for subsistence,"households that are poor, relative to the norms and values of their culture",the areas of a city in which poverty is concentrated,B,sociology
5,John divided his souvenir hat pins into two piles. The two piles had an equal number of pins. He gave his brother one-half of one-third of one pile. John had 66 pins left. How many pins did John originally have?,396,72,66,36,B,high_school_mathematics
