,Question,A,B,C,D,Answer,Subject
819,"Afisa wa polisi wa mdzi mthithe wavuha dhereva khwa mhwendo wa kasi. Anaamini kukala dhereva iye were atsukirwe na kuhangaika, lakini were khana sababu za msingi za kufikiria kukala kuna kitu kii. Wachakura gari hatha vizho na wapata katoni mbiri za pechi zirizokaushwa khwenye mikopo, ambayo were ni za jirani wa dhereva na kuripotiwa kuiya nze ya ukumbi wakhwe saa 24 mapema. Mamlaka yashthaki khwa wivi tsini ya kanuni ya jinai ya serikali. Hoja yakhwe ya kukandamiza ushahidhi khwa sababu ya kuchakura kusiko khwa halali yakhahalwa. Ikitoswa rufaa, mahakama ga rufaa ni khwenda ika khahala uamuzi wa mahakama ga tsini ukahalao voyo ra kugandamiza?","Eeeeh, kwa sababu kuchakura kuko were si khwa kikatiba kumbolana na afisa iye kutsokala na shaka rorosi ambaro ringehalalisha kuchakura gari riro.","Eeeeh, kwa sababu gari rivufwaho kwa mwendo wa kasi, afisa ni lazima apate hathi ya kuchakura kabla ya kuchakura kitu chochosi.","Ha-an-ha, kituo na utafutaji were vi ndani ya mihaka ya kawaidha ya kufaa khwa kuima khwa kasi.","Ha-an-ha, khwa sababu dhereva kukala mkaha ni zha kuthosha khwa sababu idimikikayo ya kutafuta kila hatu khwenye gari.",A,professional_law
503,Mdzi mkulu wa New Zealand ni?,Sydney,Wellington,Auckland,Melbourne,B,miscellaneous
24,"Swali riri rinauyira habari zidzazo. Mhwengawaho ya haki ambazo mutu huru ambazo adzakala akizirinda khwa umakini munji wa wivu ni uryahu wa kufurahikia thawabu za tasniaye mhwenye. Kumanya kukala mamlaka ga kuthoza kodi ni nguvu ya kunonga na khwamba mamlaka ga kuhala kiasi fulani cha mali au mapato ni ngira nyingine thu ya khwamba khwa sehemu fulani ya wakathi wakhwe raia lazima ahende kazi khwa serikali, mamlaka kuthoza ushuru khwa atu kudzakala khwa kurindwa makini zaidhi... Serikali ithozayo ushuru khwa atu usiomalwa khwa lazima na sera mbidzo za umma si urinzi wa uhuru, lakini ni chombo cha dhuluma. Inalaani raia khwa dhuluma. Mhwenga ya dalili za khwanza za kuvunzika kwa serikali huru ni kutsozingathira khwa uwezo wa kuthoza ushuru wa haki khwa atu khwenye mali zao eye... Isihokala atu manadima kufurahia usalama uo wa kuridhisha kahiza umiliki wa mali zao, ambao udzahakikishwa na katiba, dhidi ya ushuru usio na sababu, uhuru u mwisho.... Khwehu utsumi ni muhimu. mtihani kamili wa thabia kamili zehu za kitaifa... Siku zosi ni atu mathabiikao khwa mariho gago.
-Calvin Coolidge, â€œâ€Utsumi kwa Maslahi ga Osi,â€ Juni 30, 1924.
Kahiza kifungu haho dzulu Coolidge anajibu dhidi ya hiro kahiza zithuirizazo?â€",Sera za kiutsumi za mthanguliziwe Warren G. Harding,Kungezeka khwa nguvu za siasa khali kuko Amerika kuthuiriza Mapinduzi ga Urusi,Msukosuko wa atu anji kahiza tsi za Magaharibi,Sera za serikali za Enzi ya Maendherero,D,high_school_us_history
735,"Je, sedan indapinduka khwa kasi yani iherezaho khwa upande khwenye ukingo?",10 mph,20 mph,40 mph,80 mpg,B,miscellaneous
26,"Kilowevu kinathiririka khwa kiwango fulani cha mthirirko wa mara khwa mara kukirira paipu yenye sehemu za msalaba za mviringo za kipenyo tofauti. Kahiza hatua mhwenga ya paipu, kipenyo ni 2cm na kasi ya mthiririko ni 18m/s. Je, ni kiasi chani cha mthiriko kahiza hatua nyingine kahiza paipu mbiri zizi, ambaho kipenyo ni 3 cm?",4 m/s,6 m/s,8 m/s,12 m/s,C,high_school_physics
49,"If $f(x) = 8x^3 - 6x^2 - 4x + 5$, tafuta thamani ya $f( -2)$.",5,-75,-64,-24,B,high_school_mathematics
223,"Je, ni hicho kahiza vithurizazho ni jeri khwa ukongo wa peho ya yabisi?",Sababu ya rheumatold i kahiza 25% ya kesi za rheumatold,It is an example of an oligoarthropathy,Anemia ni majibu ga kawaidha,Heberden's nodes are a feature,C,clinical_knowledge
216,"Ngira mhwenga ya kuthamini uhuru wa mkongo ni khwa kungeza tsagulo bora. Futhaminiho uhuru wa mkongo khwa ngira ii , ni noni  kulingana na Veleman, funathamini noni?",fursa za mkongo za kudziamini,uwezo wa mkongo wa kudziamini,uwezo wa kumpa mkongo tsagulo,uwezo wa kushiri sababu na mkongo,A,moral_disputes
1032,"Mhwana muche wapata lutsunga wakathi were kuna matatizo ga ndoa gangezekago na mulumewe. Khamwambirire kukala analutsunga, na waamua kumboza lutsunga bila kumwambira. Jimbo ra khwakhwe were rina sheria iriyo mumala angize sahihi taarifa iriyodhibitisha khwamba wamwambira mulumewe kuhusu kumboza mimba ariko kusudhia. Wakahala kungiza sahihi na kuishthaki serikali kupinga uhalali wa sheria. Je, sheria ni kinyume na katiba?","Ha-an-ha, sheria khaingirie haki ya mche khwa faragha khwa sababu mulume were ana haki sawa ya kurindwa.","Ha-an-ha, sheria yafikisha ungirirdzi mthithe thu na khaingekala vikomu khwa ana ache marehalwa na kupata kibali cha alume ao.","Eeeeh, ni kinyume na sheria khwa sababu mhwana muche ana haki isiyo hitimu khwa kumboza lutsunga khwa mahitaji.","Eeeeh, ni kinyume cha sheria khwa sababu inamboza mzigo usiofaa khwa haki ya mhwana muche kumboza mimba.",D,professional_law
159,Ujeri khwamba Mwezi daima unanyesa usowe sawa khwa dhunia ni ushahidhi khwamba Mhwezi unazunguka hehi na mhimiliwe mara mhwenga khwa kila,siku,mhwezi,mhwaka,Khwakuna hatha mhwenga ya gaga khwa mhwezi khauna mzunguko kanda kanda ya muhimili,B,conceptual_physics
271,Ni kipimo chani kingesogesha tototo tha elifu iriyo hehi zaidhi?,Ure wa uwanja wa mpira kahiza yadi,Ure wa mchezaji wa kitaalamu wa mpira wa magulu khwa inchi,Idadi ya atu khwenye mchezo wa soka wa kurifwa,Uzani wa mchezaji wa kitaalamu wa mpira wa magulu khwa paunzi.,C,elementary_mathematics
12,Maisha mare ga atu manaoishi kahiza eneo fulani rinapothokaro khwa kiwango cha miaka 14. Ni noni maana ya maisha mare ikikala 30% ya atu manaishi zaidhi ya miaka 75? Fikiria usambazaji wa kawaidha khwa muda wa maisha.,75 - 0.30(14),75 + 0.30(14),75 - 0.4756(14),75 - 0.5244(14),D,high_school_statistics
318,"Ni khwa hali yani kahiza zizi mbiri ambaho mhusika mkulu (anahumiraye Mi/mimi/zhangu) nikuhenda utu ui kimaadili, kulingana na viwango zha kawaidha zha maadili ga tsi ya Marekani kufikira 2020? Hali ya 1| Kahiza shidha zangu za maisha kahikahi, nagenja pango ra mtu.
Hali ya 2 | Namkabidhi ndugu yangu uryahu mswaki ili asafishe menoge.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",D,moral_scenarios
1005,"Sheria ya serikali yahenza majengo ga sikuli ga umma ambago were ga wazi kuguzwa khwa mnada khwa mzabuni mkulu zaidhi. Kanisa kahiza mdzi urio kahiza jimbo riro rahenza kupata vifaa vibomu zaidhi zha sikulize. Bodi ya sikuli ya mdzi yahenzeza sheria mbisha ya serikali ambayo ingeidhinisha kuguza jengo ra sikuli ya umma iriyo wazi, khwa bei iriyo tsini ya thamani yakhwe ya soko, khwa kanisa ili rihumike here sikuliye. Je, ikitunghwa sheria iii indakala ya kikatiba?","Ha-an-ha, khwa sababu sheria inayoidhinisha hasa uguzi wa jengo bila zabuni yenye ushindani indakiuka kifungu cha urinzi sawa cha marekebisho ga kumi na nne.","Ha-an-ha, khwa sababu kuhamishwa khwa jengo riro khwa kanisa tsini ya hali zizi kungejumulisha kuanzishwa khwa dini iriyokahazwa na Marekebisho ga khwanza na ga kumi na Nne.","Eeeeh, khwa sababu mali ya ziada ya serikali khai tsini ya vikhwazo virizhoikhwa na kifungu cha uanzishadzi here irizhojumulishwa kahiza kifungu cha uanzishadzi here irizhojumulishwa kahiza Marekebisho ga Kumi na Nne.","Eeeeh, khwa sababu sheria khaingeungire mkono hasa au khwa kiasi kibomu shughuli za kidini za kanisa.",B,professional_law
150,Tofauti za kiumbire zizalishwazo khwa urahisi ni muhimiu khwa ugaluzi wa haraka ya idadi ya virusi na microbial. Zaidhi ya gago vimelea vihenzazho kuepuka mfumo wa kinga unategemea tofauti iii ili kuzalisha antijeni mbisha za uso ambazo kazimanyikana na mfumo wa kinga ya mhwenyenazho. Ni hiyo kahiza zithuirizazo ni mifano ya tofauti ii ya antijeni?,"HIV, ambayo inadima kubaki kuunganishwa kahiza jenomu ya mhwenyenazho kwa miaka minji.","Virusi zha mafua, ambazho vinabadhilisha protini zakhwe za bahasha","MRSA, ambayo ikala sugu khwa antibiotics nyinji","Sclerosis kadhaa, ambazo zinashambulia seli za mfumo wa neva",B,high_school_biology
193,"â€œSwali riri rinauyira habari ithuirizayo.
Chanzo 1:
Zaidhi ya gago, Mulume, Kahiza Falme zehu; kuna kubujwa kungine kubomu ambako ni khwa atu enye utumishi mthithe khwa Mulungu,na iii ni khwamba atu ehu anji, manathamani sana bidhaa na vitu zha thamani sana bidhaa na vitu zha Mfalme wao, ambazho vinarefwa haha ni. atu ako, na ili kukidhi hamu yao ya kurya, managhwira atu anji, atu mariorichwa huru na masio na msamaha, na mara nyinji sana nikumbolera kukala manaaghwira hatha atu mashuhuri na jamaa zehu, na kuhirikhwa kuguzwa khwa azungu mario kuko. falme zehu.â€ Barua kumbola khwa Mfalme Afonso wa Khwanza wa Kongo khwenda khwa Mfalme John III wa Ureno, 1526
Chanzo 2:
â€œMsafara uu udzahugarimu sana: khaindakala utu wa busara kufuhuma nyumbani khwao mikono mihuhu. Ingawa nia yehu [bomu] ni kumhumikira Mulungu na radhi ya mfalme wa Kongo, hatha vizho undamuhendya aeleweâ€”here khwamba ananena khwa dzina rehuâ€”ahendedze ili kudzaza merikebu, ikale na ahumhwa au shaba. au pembe za ndzovu.â€ Malagizo kumbola khwa mjumbewe kuko Kongo, 1512 Barua zizi mbiri zinaunga mkono tototo zaidhi ni hiyo kahi ya hithimisho zithuirizazo?",Uhusiano wa kidiplomasia kahi ya Ureno na Kongo mara nyinji were ni mudzo.,Akulu a Kikongo mahalwa mara kwa mara here ahumhwa na Areno.,Biashara kahi ya Ureno na Kongo yadhibitiwa sana.,Biashara kahi za Ureno na Kongo were ni ya haraka na pande zosi mbiri.,D,high_school_world_history
144,dipole ya umeme ina jozi ya mariho ga pointi sawa lakini kinyume cha ubomu wa 4.0 nC ikitenganishwa khwa ure wa cm 2.0. Ni nguvu yani ya uwanja wa stima kahiza sehemu za kahikahi ya chaji?,0,9.0 Ã— 10^4 V/m,1.8 Ã— 10^5 V/m,7.2 Ã— 10^5 V/m,D,high_school_physics
276,Brandt anadai khwamba ikikala kanuni za maadili ni bora ingetegemea khwa kiasi fulani:,hali komu ya kanuni,ni atu angahi manadima kukiuka.,"gharama za vikhwazozhe, khwa suala ra hathia inayosababisha.",zhosini virizho dzulu.,D,philosophy
182,"Ughwizanyo rahisi, texture nyepesi na wira laini ni sifa za",mtindo wa galant,partitas,Sturm und Drang,serenade,A,miscellaneous
1,"Je, Pato ra Taifa khwa kila mutu tsi ya Marekani mhwaka wa 1850 were ni noni wakathi wa kurukebisha mfumuko wa bei na PPP kahiza bei za 2011?",here $300,Here $3k,Here $8k,Here $15k,B,global_facts
152,"Kahiza jaribio ra kimatibabu, akongo 30 a anemia ya seli mundu nikuikhwa khwa makundi mairi bila mpangilio. Kundi mhwenga nikuhokera dawa iguzwayo khwa saa iii, na kundi ringine nikuhokera dawa ya majezo. Kila wiki, akongo manaripoti kliniki ambako vipimo zha damu vinahendwa. Mataalamu wa maabara khamanya aina ya dawa ahumirayo mkongo. Ubunifu uu unadima kuelezwa here","muundo wa nasibu kabisa, na dawa iguzwayo khwa saa ii na dawa ya majezo here matibabu mairi","muundo wa jozi zilinganazo, na dawa iguzwayo khwa saa ii na dawa ya majezo ikiunda pea.","muundo wa kuzulia nasibu, na dawa iguzwayo khwa saa iii na dawa ya majezo here vizuizi zha hiri","muundo wa kuzulia nasibu, na dawa iguzwayo khwa saa iii na dawa ya majezo here matibabu mairi",A,high_school_statistics
201,"Ni khwa hali yani kahi za zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/zhangu) anahenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili tsi ya Marekani kufikira 2020? Hali ya 1| Namshambulia mhwenye nyumba. Hali ya 2 | Natharura na kutharura karathasi kumbola khwa zawadi khwenye sherehe za kuzhalwa.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",B,moral_scenarios
106,"Muwosia wafa na kukirira wosiawe wamboza maliye yosi khwa hisani, lakini zawadi yashindikana khwa sababu wosia uo wahendwa khwa sababu kabla ya kifo cha mâ€™mboza wosia mutu mumhwenga wafikisha madai dhidi ya marithi gago, akidai kukala iye ni mhwana na mrithi wa mhwamboza wosia. Kahiza kesi ya madai ga mhwana mulume, mhwanamulume iye khadimire kumboza uthibitisho wowosi khwa ndoa ya sherehe, lakini wathibitisha gathuirizago khwa ushahidhi usio na shaka: (a) khwamba mameye na mâ€™mboza wosia were maishi hamhwenga khwa muda wa miaka kadhaa; na (b) khwamba mameye were wamthangulia mâ€™mboza wosia khwa siku mhwenga. Halira kukala eneo riri ra mamlaka rina Sheria ya Maithi ihumikyo. Kahiza kesi iyo, wakili wa mhwana mulume iye wampigira simu karani kahiza hoteli ya kudzihuriza ya majira ga peho khali. Karani wamboza ushahidhi khwamba mâ€™mboza wosia na mhamha ya mutu mafika hotelini khwa miaka minji na mara nyinji wamwona mâ€™mboza wosia akisaini rejista ya hoteli here â€œMulume na Muche wa Muwosia.â€ Mahakama ya kesi inahenzwa kumboza ushahidhi wa karani.","naruhusiwa, khwa sababu karani were ana ufahamu wa kibinafsi wa suala riro.",inakubalika here ubaguzi wa lukolo khwa sheria ya tetesi.,"khaikubalika, khwa sababu ushuhuda wa karani si ushushadhi bora.","khaikubalika, tsini ya Sheria ya Marehemu.",A,professional_law
1160,Raisi anadima kutsagula hani kahi ya mathuirizao khwa ushauri na idhini ya Seneti?,Mabalozi,mawaziri na mabalozi ga umma,majaji ga Mahakama ga Dzulu,osini marioho dzulu,D,professional_law
481,"Mutu asiyestaafu were nde mumiliki wa wa hathimiliki ya rekodi khwa ada rahisi kamare ya shamba ra ekari 100. Haho 1998, mstaafu wapanga mali iyo khwa  mhwanawe wa kiche na msenawe here apangaji a hamhwenga enye haki ya kuishi. Mhwaka uriothuriza, mwanawe wa kiche, wamboza hathi khwa mhendi wa kazi mahendao kazi osini here ithurizhazho: ""khwa vizho ninamhokeza haki yangu, hathimiliki, na maslahi gangu kahiza sehemu ya kazikazini-mashariki ya munda khwa muhendi wa kazi mhwanzangu na arithie."" mhwana wa kiche iye wahokera $100,000 kumbola khwa mkopeshaji, na hathi ya ahadi yahendwa here ushahidhi wa dheni riro. Mhwaka wa 2008, mhwana wa kiche iye wakosa mkopo, na mkopeshaji, here mkopeshaji wa hukumu, wathoza na kumuguza mpwawe dzulu ya kunyongwa khwa maguzo gosi ga ""haki, hathimiliki na riba ya (mhwana wa kiche) kahiza nusu ya munda. Desemba 2009, mhwana wa kiche wafa, na kumurithisha mulumewe here mrithi wakhwe hakeye ariyesala. Ni hani amilikie munda?",Msena na mhendi wa kazi mhwanziwe ni apangaji hakiza sehemu ya kazikazini-mashariki ya munda; msena na mulume ni apangaji kahiza sehemu ya kazikazini-magharib ya munda; na msena na mpwawe ni apangaji sawa a nusu ya kusini mwa munda.,Msena na mhendi mhwanziwe ni apangaji kahiza sehemu ya kazikazini-mashariki ya munda; rafiki ndiye mmiliki khwa ada ya robo ya kazikazini-magharibi ya munda; na msena na mpwawe ni apangaji sawa na nusu ya kusini ya munda.,Msena na mhendi wa kazi mhwanziwe ni apangaji kahiza sehemu ya kazikazini-mashariki ya munda; msena na mulume ni apangaji kahiza sehemu ya kazikazini-magharibi ya munda; na mpwa ndiye mhwenye ada ya nusu ya kusini ya munda.,Msena na mhendi wa kazi mwanziwe ni apangaji kahiza sehemu ya kazikazini-mashariki ya munda; na msena ndiye mmiliki khwa ada ya robo tahu iriyobaki ya munda.,B,professional_law
447,Kahiza hali ya kawaidha mwanafunzi nikudzifundisha kuhusu kichocheo kisicho na masharti na,jibu risiro na masharti,kichocheo kiricho na masharti,majibu genye masharti,kiimarishaji hasi,B,high_school_psychology
217,Madhumuni ga kimsingi ga a(n) ____________ ni kupata maelezo ga kina kuhusu mahitaji ga kazi ili kudimisha maamuzi gahusianago na fidia.,tathmini ya mahitaji,uchambuzi wa shirika,uchambuzi wa kazi,kuthakmini kazi,D,professional_psychology
29,"Swali riri rinauyira habari ithuirizayo.
Vilongozi ehu manasumurira dzulu za kukomesha uchokozi kumbola kazikazini, lakini gaga were ni mapambano kahiza vikundi zha kivietinamu hadhi furihongirira kahi. Inaonekana fudzadhamiria kuaokola Anavietinamu kumbola khwa Ho Chi Minh hatha kala indahulazimisha kualaga na kubomola tsi yao ili kuunda vizho. Enye machunguzaho vidzidzi virizholipuliwa khwa mabomu, ana ache na ahoho mario ochwa na napalm, zhalo ra muhunga ririrononghwa na midzi iriyodzala anajeshi ehu, bila shaka mananena khwa siri kuhusu apiganaji a tsaka ra Vietcong na majeshi ga Marekani, â€œTauni dzulu yako yosi. nyumba. â€œ.. Komesha urihaji wa mabomu, kazikazini na kusini, komesha utafuti na unongi usheraji ukerao, na uike shughuli zehu za kijeshi khwenye shughuli za ardhini. Mashambulio ga mabomu kazikazini gadzashindwa kuimisha au kulola khwa umakini mthiririko wa anajeshi khwenda kusini na ni khwenda, khwa hakika, kudzasababisha juhudi bomu zaidhi za viha na Hanoi.
- Seneta George McGovern, â€œMashomo ga Vietnam,â€ Aprili 25, 1967. Hisia zirizonyeswa kahiza hotuba haho dzulu zaathiri mhwenga kwa mhwenga ni hiyo kahiza zithurizazo?",Kukizwa khwa sheria ya nguvu za Viha ya 1973,Mashambulizi ga Tet ga 1968,Kudzihuzulu khwa Richard Nixon makathi ga 1974,Kuibuka khwa utamaduni wa kukabiliana na vijana,A,high_school_us_history
187,Ni mambo gani ga mitindo wa maisha khagandatatanisha na tafsiri ya afya ya aryadzi mboga ikilinganishwa na aryadzi nyama?,Thabia ya kuvuha sigara,Dhalaja/musimano wa kijamii,Shughuli za kimhwiri,Umri,D,nutrition
147,Pato kahiza tsi A ni vitengo 1200 na idadi yakhwe ni atu 100. Pato kahiza nchi B ni vitengo 2400 na idaidi ya atu ni 400.,Tsi A ina kiwango cha dzulu cha maisha kuriko tsi B.,Nchi A ina kiwango cha tsini cha maisha kuriko nchi B.,Tsi A na B zina viwango zha maisha vihalanazho.,Nchi A zhalo rakhwakhwa ni kidogo kuriko nchi B.,A,high_school_macroeconomics
227,Habari kumbola khwa ujasiri wa matso unachaktwa mwanzoni kahiza sehemu yani ya wongo?,occipital lobe,hypothalamus,thalamus,hippocampus,C,high_school_psychology
99,Tahu kahiza ya zithuirizazo ni sifa za usalama za kawaidha; ni hiyo siyo?,Usiri,Kupatikana,Ukarakara,Uadhilifu,B,computer_security
127,Ni kauli yani kahiza zizi khaihumika khwa maendherero ga mashomo ga amani kahiza karne ya ishirini?,"Ndani ya mashomo ga amani, umhwenga wa maendherero ga badaaye were ni nia kulu kahiza kuzulia migogoro, utatuzi wa migororo, na kurinda amani.","Kahiza kirere cha viha zha peho, mashomo ga amani mara nyinji gaifwa 'mashomo ga kuhuriza' na gapinghwa vikali na akosaji.","Kifikira miaka ya 1970, atafiti mashuhuri a amani were makimboza mhwiho wa uhunguzaji wa upanuzi wa suala riri lakini khamafanikiwirwe khwa kiasi kibomu kahiza majezo gao.",Mashomo ga amani gahenza kumboza mtazamo wa kimataifa zaidhi na usio wa serikali ya masuala mabomu ga migororo.,C,security_studies
198,Jaribio ra umuhimu wa dhahania H0: p= 0.3 dhidi ya HA m'badala p> 0.3 yapata thamani ya 0.35 khwa sampuli nasibu ya ubomu 95. Thamani ya P ya jezo riri ni hiro?,1.06,0.1446,0.2275,0.8554,B,high_school_statistics
62,Ni hizo kahi ya vithuirizazho ni jeri:,"Inadimikika kuika uhusiano wa mpangilio wa mstari â‰¤ khwenye namba ya mchangamano C ili (C, +, x, â‰¤) si sehemu iriyolagizwa.","Inadimikika kuika uhusiano wa mpangilio khwenye namba ya mchangamano C ambazo zinahenda (C, +, x, â‰¤) kukala sehemu iriyolagizwa.",Si (a) wala (b),Zosi (a) na (b).,A,college_mathematics
231,"Ni khwa hali yani kahi za zizi mbiri ambaho muhusika mkulu (ahumiraye Mi/mimi/zhangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili tsi ya Marekani kufikira 2020? Hali ya 1| Naricha sahani na vikombe zhangu khwenye sinki ya chumba cha kudzihuriza kazini. Hali ya 2 | Ninahenza kumkumbathira na kumushumu mchangu, na kumgulira malua.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",B,moral_scenarios
161,"Zizi ni baadhi au huduma zisizo za kudumu, mara nyinji zinagulwa khwa mawazo kidogo ga kabla ya kugula au kuzigathira.",Bidhaa za msukumo.,Bidhaa za mtengenezaji.,Bidhaa za urahisi.,Bidhaa za kifahari.,C,marketing
